image_id,image_path,shipment_id,damage_type,severity,bbox,confidence,shipment_stage,vendor,timestamp,image_width,image_height,likely_cause,liability,base_cost,damage_area_pct,estimated_cost,action,report_status
001_3.png,data/images/test/damaged/001_3.png,SHP-100010,scratch,medium,"[0,0,0,0]",0.87,delivered,FastShip Logistics,2025-10-30T19:49:00,512,512,abrasion from conveyor,Vendor,200.0,0.0,200.0,Repair or partial refund,draft
001_4.png,data/images/test/damaged/001_4.png,SHP-100011,torn_tape,medium,"[0,0,0,0]",0.66,transit,GlobalPack Ltd,2025-10-18T14:27:00,512,512,poor sealing at packing,Vendor,300.0,0.0,300.0,Repair or partial refund,draft
001_5.png,data/images/test/damaged/001_5.png,SHP-100012,crushed,medium,"[0,0,0,0]",0.89,transit,FastShip Logistics,2025-10-11T18:10:00,512,512,overstacking / heavy pressure,Warehouse,1200.0,0.0,1200.0,Repair or partial refund,draft
001_6.png,data/images/test/damaged/001_6.png,SHP-100013,wet,low,"[0,0,0,0]",0.68,delivered,GlobalPack Ltd,2025-10-27T03:30:00,512,512,exposure to moisture (improper sealing),Carrier,500.0,0.0,400.0,Minor repair / accept,draft
001_mask.png,data/images/test/damaged/001_mask.png,SHP-100014,wet,low,"[0,0,0,0]",0.95,transit,FastShip Logistics,2025-10-22T05:11:00,512,512,exposure to moisture (improper sealing),Carrier,500.0,0.0,400.0,Minor repair / accept,draft
001_mask_1.png,data/images/test/damaged/001_mask_1.png,SHP-100015,scratch,low,"[0,0,0,0]",0.81,delivered,PolyChem Co,2025-10-13T06:59:00,512,512,abrasion from conveyor,Vendor,200.0,0.0,160.0,Minor repair / accept,draft
001_mask_2.png,data/images/test/damaged/001_mask_2.png,SHP-100016,torn_tape,low,"[0,0,0,0]",0.68,handling,VendorA,2025-10-07T15:05:00,512,512,poor sealing at packing,Vendor,300.0,0.0,240.0,Minor repair / accept,draft
001_mask_3.png,data/images/test/damaged/001_mask_3.png,SHP-100017,dent,medium,"[0,0,0,0]",0.93,handling,VendorA,2025-10-08T06:56:00,512,512,impact during handling,Carrier,800.0,0.0,800.0,Repair or partial refund,draft
001_mask_4.png,data/images/test/damaged/001_mask_4.png,SHP-100018,torn_tape,low,"[0,0,0,0]",0.75,handling,PolyChem Co,2025-10-22T15:14:00,512,512,poor sealing at packing,Vendor,300.0,0.0,240.0,Minor repair / accept,draft
002.png,data/images/test/damaged/002.png,SHP-100019,torn_tape,high,"[0,0,0,0]",0.6,delivered,VendorA,2025-10-06T13:07:00,512,512,poor sealing at packing,Vendor,300.0,0.0,480.0,Reject and replace,draft
002_1.png,data/images/test/damaged/002_1.png,SHP-100020,crushed,low,"[0,0,0,0]",0.77,delivered,VendorA,2025-10-21T23:35:00,512,512,overstacking / heavy pressure,Warehouse,1200.0,0.0,960.0,Minor repair / accept,draft
002_2.png,data/images/test/damaged/002_2.png,SHP-100021,torn_tape,medium,"[0,0,0,0]",0.79,delivered,GlobalPack Ltd,2025-10-06T04:13:00,512,512,poor sealing at packing,Vendor,300.0,0.0,300.0,Repair or partial refund,draft
002_mask.png,data/images/test/damaged/002_mask.png,SHP-100022,scratch,low,"[0,0,0,0]",0.66,transit,FastShip Logistics,2025-10-25T11:17:00,512,512,abrasion from conveyor,Vendor,200.0,0.0,160.0,Minor repair / accept,draft
002_mask_1.png,data/images/test/damaged/002_mask_1.png,SHP-100023,wet,low,"[0,0,0,0]",0.95,delivered,GlobalPack Ltd,2025-10-15T07:53:00,512,512,exposure to moisture (improper sealing),Carrier,500.0,0.0,400.0,Minor repair / accept,draft
003.png,data/images/test/damaged/003.png,SHP-100024,scratch,high,"[0,0,0,0]",0.96,warehouse,PolyChem Co,2025-10-05T05:33:00,512,512,abrasion from conveyor,Vendor,200.0,0.0,320.0,Reject and replace,draft
003_1.png,data/images/test/damaged/003_1.png,SHP-100025,torn_tape,medium,"[0,0,0,0]",0.65,warehouse,TransMover Inc,2025-10-22T23:08:00,512,512,poor sealing at packing,Vendor,300.0,0.0,300.0,Repair or partial refund,draft
003_2.png,data/images/test/damaged/003_2.png,SHP-100026,crushed,medium,"[0,0,0,0]",0.83,transit,VendorA,2025-10-10T23:20:00,512,512,overstacking / heavy pressure,Warehouse,1200.0,0.0,1200.0,Repair or partial refund,draft
003_3.png,data/images/test/damaged/003_3.png,SHP-100027,crushed,low,"[0,0,0,0]",0.86,transit,VendorA,2025-10-18T07:52:00,512,512,overstacking / heavy pressure,Warehouse,1200.0,0.0,960.0,Minor repair / accept,draft
003_4.png,data/images/test/damaged/003_4.png,SHP-100028,dent,low,"[0,0,0,0]",0.62,handling,TransMover Inc,2025-10-02T06:58:00,512,512,impact during handling,Carrier,800.0,0.0,640.0,Minor repair / accept,draft
003_5.png,data/images/test/damaged/003_5.png,SHP-100029,torn_tape,low,"[0,0,0,0]",0.63,transit,VendorA,2025-10-30T01:19:00,512,512,poor sealing at packing,Vendor,300.0,0.0,240.0,Minor repair / accept,draft
003_mask.png,data/images/test/damaged/003_mask.png,SHP-100030,dent,high,"[0,0,0,0]",0.93,transit,GlobalPack Ltd,2025-10-04T13:23:00,512,512,impact during handling,Carrier,800.0,0.0,1280.0,Reject and replace,draft
003_mask_1.png,data/images/test/damaged/003_mask_1.png,SHP-100031,crushed,medium,"[0,0,0,0]",0.68,transit,VendorA,2025-10-07T08:31:00,512,512,overstacking / heavy pressure,Warehouse,1200.0,0.0,1200.0,Repair or partial refund,draft
003_mask_2.png,data/images/test/damaged/003_mask_2.png,SHP-100032,scratch,medium,"[0,0,0,0]",0.91,handling,VendorA,2025-10-09T23:58:00,512,512,abrasion from conveyor,Vendor,200.0,0.0,200.0,Repair or partial refund,draft
003_mask_3.png,data/images/test/damaged/003_mask_3.png,SHP-100033,wet,low,"[0,0,0,0]",0.76,warehouse,GlobalPack Ltd,2025-10-03T19:10:00,512,512,exposure to moisture (improper sealing),Carrier,500.0,0.0,400.0,Minor repair / accept,draft
003_mask_4.png,data/images/test/damaged/003_mask_4.png,SHP-100034,wet,medium,"[0,0,0,0]",0.9,warehouse,GlobalPack Ltd,2025-10-06T07:21:00,512,512,exposure to moisture (improper sealing),Carrier,500.0,0.0,500.0,Repair or partial refund,draft
004.png,data/images/test/damaged/004.png,SHP-100035,scratch,medium,"[0,0,0,0]",0.65,transit,PolyChem Co,2025-10-09T16:25:00,512,512,abrasion from conveyor,Vendor,200.0,0.0,200.0,Repair or partial refund,draft
004_1.png,data/images/test/damaged/004_1.png,SHP-100036,scratch,high,"[0,0,0,0]",0.63,handling,FastShip Logistics,2025-10-26T09:06:00,512,512,abrasion from conveyor,Vendor,200.0,0.0,320.0,Reject and replace,draft
004_2.png,data/images/test/damaged/004_2.png,SHP-100037,torn_tape,medium,"[0,0,0,0]",0.97,warehouse,GlobalPack Ltd,2025-10-12T02:11:00,512,512,poor sealing at packing,Vendor,300.0,0.0,300.0,Repair or partial refund,draft
004_mask.png,data/images/test/damaged/004_mask.png,SHP-100038,wet,low,"[0,0,0,0]",0.93,handling,PolyChem Co,2025-10-04T00:02:00,512,512,exposure to moisture (improper sealing),Carrier,500.0,0.0,400.0,Minor repair / accept,draft
004_mask_1.png,data/images/test/damaged/004_mask_1.png,SHP-100039,dent,high,"[0,0,0,0]",0.7,handling,PolyChem Co,2025-10-22T00:59:00,512,512,impact during handling,Carrier,800.0,0.0,1280.0,Reject and replace,draft
004_mask_2.png,data/images/test/damaged/004_mask_2.png,SHP-100040,torn_tape,medium,"[0,0,0,0]",0.78,handling,FastShip Logistics,2025-10-09T23:25:00,512,512,poor sealing at packing,Vendor,300.0,0.0,300.0,Repair or partial refund,draft
004_mask_3.png,data/images/test/damaged/004_mask_3.png,SHP-100041,dent,medium,"[0,0,0,0]",0.81,transit,FastShip Logistics,2025-10-15T14:32:00,512,512,impact during handling,Carrier,800.0,0.0,800.0,Repair or partial refund,draft
005.png,data/images/test/damaged/005.png,SHP-100042,torn_tape,low,"[0,0,0,0]",0.95,warehouse,GlobalPack Ltd,2025-10-25T12:07:00,512,512,poor sealing at packing,Vendor,300.0,0.0,240.0,Minor repair / accept,draft
005_1.png,data/images/test/damaged/005_1.png,SHP-100043,torn_tape,low,"[0,0,0,0]",0.67,warehouse,PolyChem Co,2025-10-28T09:56:00,512,512,poor sealing at packing,Vendor,300.0,0.0,240.0,Minor repair / accept,draft
005_2.png,data/images/test/damaged/005_2.png,SHP-100044,wet,low,"[0,0,0,0]",0.94,transit,GlobalPack Ltd,2025-10-12T12:55:00,512,512,exposure to moisture (improper sealing),Carrier,500.0,0.0,400.0,Minor repair / accept,draft
005_3.png,data/images/test/damaged/005_3.png,SHP-100045,torn_tape,low,"[0,0,0,0]",0.85,warehouse,VendorA,2025-10-27T01:22:00,512,512,poor sealing at packing,Vendor,300.0,0.0,240.0,Minor repair / accept,draft
005_mask.png,data/images/test/damaged/005_mask.png,SHP-100046,crushed,low,"[0,0,0,0]",0.87,delivered,VendorA,2025-10-12T04:42:00,512,512,overstacking / heavy pressure,Warehouse,1200.0,0.0,960.0,Minor repair / accept,draft
005_mask_1.png,data/images/test/damaged/005_mask_1.png,SHP-100047,scratch,medium,"[0,0,0,0]",0.71,handling,FastShip Logistics,2025-10-15T17:20:00,512,512,abrasion from conveyor,Vendor,200.0,0.0,200.0,Repair or partial refund,draft
005_mask_2.png,data/images/test/damaged/005_mask_2.png,SHP-100048,wet,medium,"[0,0,0,0]",0.81,warehouse,GlobalPack Ltd,2025-10-05T21:12:00,512,512,exposure to moisture (improper sealing),Carrier,500.0,0.0,500.0,Repair or partial refund,draft
005_mask_3.png,data/images/test/damaged/005_mask_3.png,SHP-100049,torn_tape,low,"[0,0,0,0]",0.95,transit,GlobalPack Ltd,2025-10-04T11:08:00,512,512,poor sealing at packing,Vendor,300.0,0.0,240.0,Minor repair / accept,draft
005_mask_4.png,data/images/test/damaged/005_mask_4.png,SHP-100050,crushed,low,"[0,0,0,0]",0.92,delivered,PolyChem Co,2025-10-15T02:25:00,512,512,overstacking / heavy pressure,Warehouse,1200.0,0.0,960.0,Minor repair / accept,draft
006.png,data/images/test/damaged/006.png,SHP-100051,torn_tape,low,"[0,0,0,0]",0.85,warehouse,VendorA,2025-10-07T10:40:00,512,512,poor sealing at packing,Vendor,300.0,0.0,240.0,Minor repair / accept,draft
006_1.png,data/images/test/damaged/006_1.png,SHP-100052,dent,medium,"[0,0,0,0]",0.66,warehouse,FastShip Logistics,2025-10-14T03:45:00,512,512,impact during handling,Carrier,800.0,0.0,800.0,Repair or partial refund,draft
006_2.png,data/images/test/damaged/006_2.png,SHP-100053,crushed,low,"[0,0,0,0]",0.84,transit,VendorA,2025-10-13T08:20:00,512,512,overstacking / heavy pressure,Warehouse,1200.0,0.0,960.0,Minor repair / accept,draft
006_mask.png,data/images/test/damaged/006_mask.png,SHP-100054,crushed,high,"[0,0,0,0]",0.92,handling,VendorA,2025-10-05T12:48:00,512,512,overstacking / heavy pressure,Warehouse,1200.0,0.0,1920.0,Reject and replace,draft
006_mask_1.png,data/images/test/damaged/006_mask_1.png,SHP-100055,dent,low,"[0,0,0,0]",0.89,delivered,TransMover Inc,2025-10-30T07:53:00,512,512,impact during handling,Carrier,800.0,0.0,640.0,Minor repair / accept,draft
006_mask_2.png,data/images/test/damaged/006_mask_2.png,SHP-100056,wet,medium,"[0,0,0,0]",0.76,transit,FastShip Logistics,2025-10-01T18:33:00,512,512,exposure to moisture (improper sealing),Carrier,500.0,0.0,500.0,Repair or partial refund,draft
006_mask_3.png,data/images/test/damaged/006_mask_3.png,SHP-100057,scratch,medium,"[0,0,0,0]",0.92,warehouse,GlobalPack Ltd,2025-10-27T20:15:00,512,512,abrasion from conveyor,Vendor,200.0,0.0,200.0,Repair or partial refund,draft
006_mask_4.png,data/images/test/damaged/006_mask_4.png,SHP-100058,wet,low,"[0,0,0,0]",0.72,transit,VendorA,2025-10-03T03:34:00,512,512,exposure to moisture (improper sealing),Carrier,500.0,0.0,400.0,Minor repair / accept,draft
006_mask_5.png,data/images/test/damaged/006_mask_5.png,SHP-100059,scratch,medium,"[0,0,0,0]",0.73,transit,FastShip Logistics,2025-10-26T19:32:00,512,512,abrasion from conveyor,Vendor,200.0,0.0,200.0,Repair or partial refund,draft
006_mask_6.png,data/images/test/damaged/006_mask_6.png,SHP-100060,scratch,high,"[0,0,0,0]",0.97,transit,TransMover Inc,2025-10-09T09:23:00,512,512,abrasion from conveyor,Vendor,200.0,0.0,320.0,Reject and replace,draft
006_mask_7.png,data/images/test/damaged/006_mask_7.png,SHP-100061,scratch,medium,"[0,0,0,0]",0.73,warehouse,TransMover Inc,2025-10-20T01:42:00,512,512,abrasion from conveyor,Vendor,200.0,0.0,200.0,Repair or partial refund,draft
007.png,data/images/test/damaged/007.png,SHP-100062,scratch,medium,"[0,0,0,0]",0.64,delivered,PolyChem Co,2025-10-03T02:17:00,512,512,abrasion from conveyor,Vendor,200.0,0.0,200.0,Repair or partial refund,draft
007_1.png,data/images/test/damaged/007_1.png,SHP-100063,scratch,medium,"[0,0,0,0]",0.77,transit,TransMover Inc,2025-10-15T05:20:00,512,512,abrasion from conveyor,Vendor,200.0,0.0,200.0,Repair or partial refund,draft
007_2.png,data/images/test/damaged/007_2.png,SHP-100064,dent,medium,"[0,0,0,0]",0.75,transit,PolyChem Co,2025-10-14T00:18:00,512,512,impact during handling,Carrier,800.0,0.0,800.0,Repair or partial refund,draft
007_3.png,data/images/test/damaged/007_3.png,SHP-100065,crushed,medium,"[0,0,0,0]",0.75,delivered,GlobalPack Ltd,2025-10-25T17:41:00,512,512,overstacking / heavy pressure,Warehouse,1200.0,0.0,1200.0,Repair or partial refund,draft
007_4.png,data/images/test/damaged/007_4.png,SHP-100066,dent,high,"[0,0,0,0]",0.7,warehouse,FastShip Logistics,2025-10-27T18:09:00,512,512,impact during handling,Carrier,800.0,0.0,1280.0,Reject and replace,draft
007_5.png,data/images/test/damaged/007_5.png,SHP-100067,dent,medium,"[0,0,0,0]",0.73,warehouse,FastShip Logistics,2025-10-15T14:37:00,512,512,impact during handling,Carrier,800.0,0.0,800.0,Repair or partial refund,draft
007_6.png,data/images/test/damaged/007_6.png,SHP-100068,wet,high,"[0,0,0,0]",0.67,warehouse,TransMover Inc,2025-10-03T08:28:00,512,512,exposure to moisture (improper sealing),Carrier,500.0,0.0,800.0,Reject and replace,draft
007_mask.png,data/images/test/damaged/007_mask.png,SHP-100069,torn_tape,high,"[0,0,0,0]",0.8,warehouse,TransMover Inc,2025-10-10T07:12:00,512,512,poor sealing at packing,Vendor,300.0,0.0,480.0,Reject and replace,draft
007_mask_1.png,data/images/test/damaged/007_mask_1.png,SHP-100070,dent,high,"[0,0,0,0]",0.95,handling,FastShip Logistics,2025-10-29T16:39:00,512,512,impact during handling,Carrier,800.0,0.0,1280.0,Reject and replace,draft
007_mask_2.png,data/images/test/damaged/007_mask_2.png,SHP-100071,crushed,medium,"[0,0,0,0]",0.85,warehouse,FastShip Logistics,2025-10-16T04:16:00,512,512,overstacking / heavy pressure,Warehouse,1200.0,0.0,1200.0,Repair or partial refund,draft
008.png,data/images/test/damaged/008.png,SHP-100072,torn_tape,low,"[0,0,0,0]",0.76,delivered,TransMover Inc,2025-10-18T14:07:00,512,512,poor sealing at packing,Vendor,300.0,0.0,240.0,Minor repair / accept,draft
008_1.png,data/images/test/damaged/008_1.png,SHP-100073,wet,medium,"[0,0,0,0]",0.6,delivered,PolyChem Co,2025-10-14T09:23:00,512,512,exposure to moisture (improper sealing),Carrier,500.0,0.0,500.0,Repair or partial refund,draft
008_2.png,data/images/test/damaged/008_2.png,SHP-100074,torn_tape,medium,"[0,0,0,0]",0.72,handling,PolyChem Co,2025-10-21T10:32:00,512,512,poor sealing at packing,Vendor,300.0,0.0,300.0,Repair or partial refund,draft
008_mask.png,data/images/test/damaged/008_mask.png,SHP-100075,torn_tape,low,"[0,0,0,0]",0.94,transit,TransMover Inc,2025-10-09T01:20:00,512,512,poor sealing at packing,Vendor,300.0,0.0,240.0,Minor repair / accept,draft
008_mask_1.png,data/images/test/damaged/008_mask_1.png,SHP-100076,torn_tape,medium,"[0,0,0,0]",0.84,delivered,GlobalPack Ltd,2025-10-05T14:00:00,512,512,poor sealing at packing,Vendor,300.0,0.0,300.0,Repair or partial refund,draft
009.png,data/images/test/damaged/009.png,SHP-100077,scratch,medium,"[0,0,0,0]",0.66,delivered,PolyChem Co,2025-10-03T10:28:00,512,512,abrasion from conveyor,Vendor,200.0,0.0,200.0,Repair or partial refund,draft
009_1.png,data/images/test/damaged/009_1.png,SHP-100078,torn_tape,medium,"[0,0,0,0]",0.63,handling,PolyChem Co,2025-10-20T04:40:00,512,512,poor sealing at packing,Vendor,300.0,0.0,300.0,Repair or partial refund,draft
009_2.png,data/images/test/damaged/009_2.png,SHP-100079,wet,low,"[0,0,0,0]",0.69,transit,VendorA,2025-10-31T04:35:00,512,512,exposure to moisture (improper sealing),Carrier,500.0,0.0,400.0,Minor repair / accept,draft
009_3.png,data/images/test/damaged/009_3.png,SHP-100080,wet,low,"[0,0,0,0]",0.91,warehouse,GlobalPack Ltd,2025-10-24T21:44:00,512,512,exposure to moisture (improper sealing),Carrier,500.0,0.0,400.0,Minor repair / accept,draft
009_4.png,data/images/test/damaged/009_4.png,SHP-100081,torn_tape,low,"[0,0,0,0]",0.92,warehouse,TransMover Inc,2025-10-22T02:34:00,512,512,poor sealing at packing,Vendor,300.0,0.0,240.0,Minor repair / accept,draft
009_5.png,data/images/test/damaged/009_5.png,SHP-100082,torn_tape,high,"[0,0,0,0]",0.83,handling,PolyChem Co,2025-10-21T11:24:00,512,512,poor sealing at packing,Vendor,300.0,0.0,480.0,Reject and replace,draft
009_6.png,data/images/test/damaged/009_6.png,SHP-100083,torn_tape,low,"[0,0,0,0]",0.66,handling,VendorA,2025-10-22T22:28:00,512,512,poor sealing at packing,Vendor,300.0,0.0,240.0,Minor repair / accept,draft
009_mask.png,data/images/test/damaged/009_mask.png,SHP-100084,scratch,medium,"[0,0,0,0]",0.71,delivered,TransMover Inc,2025-10-25T01:23:00,512,512,abrasion from conveyor,Vendor,200.0,0.0,200.0,Repair or partial refund,draft
009_mask_1.png,data/images/test/damaged/009_mask_1.png,SHP-100085,crushed,low,"[0,0,0,0]",0.87,transit,TransMover Inc,2025-10-12T00:07:00,512,512,overstacking / heavy pressure,Warehouse,1200.0,0.0,960.0,Minor repair / accept,draft
009_mask_2.png,data/images/test/damaged/009_mask_2.png,SHP-100086,crushed,high,"[0,0,0,0]",0.63,delivered,FastShip Logistics,2025-10-08T04:44:00,512,512,overstacking / heavy pressure,Warehouse,1200.0,0.0,1920.0,Reject and replace,draft
009_mask_3.png,data/images/test/damaged/009_mask_3.png,SHP-100087,scratch,medium,"[0,0,0,0]",0.62,handling,PolyChem Co,2025-10-19T21:12:00,512,512,abrasion from conveyor,Vendor,200.0,0.0,200.0,Repair or partial refund,draft
010.png,data/images/test/damaged/010.png,SHP-100088,wet,low,"[0,0,0,0]",0.92,handling,FastShip Logistics,2025-10-19T01:24:00,512,512,exposure to moisture (improper sealing),Carrier,500.0,0.0,400.0,Minor repair / accept,draft
010_1.png,data/images/test/damaged/010_1.png,SHP-100089,torn_tape,low,"[0,0,0,0]",0.6,warehouse,VendorA,2025-10-17T08:12:00,512,512,poor sealing at packing,Vendor,300.0,0.0,240.0,Minor repair / accept,draft
010_2.png,data/images/test/damaged/010_2.png,SHP-100090,wet,medium,"[0,0,0,0]",0.88,handling,FastShip Logistics,2025-10-28T18:54:00,512,512,exposure to moisture (improper sealing),Carrier,500.0,0.0,500.0,Repair or partial refund,draft
010_3.png,data/images/test/damaged/010_3.png,SHP-100091,scratch,low,"[0,0,0,0]",0.78,handling,PolyChem Co,2025-10-19T00:44:00,512,512,abrasion from conveyor,Vendor,200.0,0.0,160.0,Minor repair / accept,draft
010_4.png,data/images/test/damaged/010_4.png,SHP-100092,scratch,medium,"[0,0,0,0]",0.95,handling,FastShip Logistics,2025-10-29T15:40:00,512,512,abrasion from conveyor,Vendor,200.0,0.0,200.0,Repair or partial refund,draft
010_5.png,data/images/test/damaged/010_5.png,SHP-100093,wet,medium,"[0,0,0,0]",0.85,warehouse,VendorA,2025-10-05T03:41:00,512,512,exposure to moisture (improper sealing),Carrier,500.0,0.0,500.0,Repair or partial refund,draft
010_mask.png,data/images/test/damaged/010_mask.png,SHP-100094,wet,low,"[0,0,0,0]",0.7,transit,TransMover Inc,2025-10-16T05:33:00,512,512,exposure to moisture (improper sealing),Carrier,500.0,0.0,400.0,Minor repair / accept,draft
010_mask_1.png,data/images/test/damaged/010_mask_1.png,SHP-100095,crushed,low,"[0,0,0,0]",0.93,handling,PolyChem Co,2025-10-13T23:55:00,512,512,overstacking / heavy pressure,Warehouse,1200.0,0.0,960.0,Minor repair / accept,draft
010_mask_2.png,data/images/test/damaged/010_mask_2.png,SHP-100096,dent,low,"[0,0,0,0]",0.88,delivered,TransMover Inc,2025-10-03T16:53:00,512,512,impact during handling,Carrier,800.0,0.0,640.0,Minor repair / accept,draft
011.png,data/images/test/damaged/011.png,SHP-100097,dent,medium,"[0,0,0,0]",0.85,transit,FastShip Logistics,2025-10-02T17:53:00,512,512,impact during handling,Carrier,800.0,0.0,800.0,Repair or partial refund,draft
011_1.png,data/images/test/damaged/011_1.png,SHP-100098,dent,medium,"[0,0,0,0]",0.69,transit,PolyChem Co,2025-10-22T21:15:00,512,512,impact during handling,Carrier,800.0,0.0,800.0,Repair or partial refund,draft
011_2.png,data/images/test/damaged/011_2.png,SHP-100099,wet,medium,"[0,0,0,0]",0.89,transit,GlobalPack Ltd,2025-10-08T23:16:00,512,512,exposure to moisture (improper sealing),Carrier,500.0,0.0,500.0,Repair or partial refund,draft
011_3.png,data/images/test/damaged/011_3.png,SHP-100100,scratch,high,"[0,0,0,0]",0.64,warehouse,VendorA,2025-10-02T12:02:00,512,512,abrasion from conveyor,Vendor,200.0,0.0,320.0,Reject and replace,draft
011_4.png,data/images/test/damaged/011_4.png,SHP-100101,wet,high,"[0,0,0,0]",0.68,handling,FastShip Logistics,2025-10-28T06:43:00,512,512,exposure to moisture (improper sealing),Carrier,500.0,0.0,800.0,Reject and replace,draft
011_mask.png,data/images/test/damaged/011_mask.png,SHP-100102,crushed,high,"[0,0,0,0]",0.83,warehouse,PolyChem Co,2025-10-06T20:13:00,512,512,overstacking / heavy pressure,Warehouse,1200.0,0.0,1920.0,Reject and replace,draft
011_mask_1.png,data/images/test/damaged/011_mask_1.png,SHP-100103,crushed,medium,"[0,0,0,0]",0.85,warehouse,VendorA,2025-10-04T11:19:00,512,512,overstacking / heavy pressure,Warehouse,1200.0,0.0,1200.0,Repair or partial refund,draft
012.png,data/images/test/damaged/012.png,SHP-100104,dent,medium,"[0,0,0,0]",0.91,delivered,VendorA,2025-10-06T03:16:00,512,512,impact during handling,Carrier,800.0,0.0,800.0,Repair or partial refund,draft
012_1.png,data/images/test/damaged/012_1.png,SHP-100105,wet,medium,"[0,0,0,0]",0.77,delivered,TransMover Inc,2025-10-25T01:53:00,512,512,exposure to moisture (improper sealing),Carrier,500.0,0.0,500.0,Repair or partial refund,draft
012_2.png,data/images/test/damaged/012_2.png,SHP-100106,wet,low,"[0,0,0,0]",0.88,handling,FastShip Logistics,2025-10-13T13:09:00,512,512,exposure to moisture (improper sealing),Carrier,500.0,0.0,400.0,Minor repair / accept,draft
012_3.png,data/images/test/damaged/012_3.png,SHP-100107,dent,low,"[0,0,0,0]",0.77,transit,FastShip Logistics,2025-10-22T11:35:00,512,512,impact during handling,Carrier,800.0,0.0,640.0,Minor repair / accept,draft
012_4.png,data/images/test/damaged/012_4.png,SHP-100108,crushed,low,"[0,0,0,0]",0.92,handling,VendorA,2025-10-09T14:37:00,512,512,overstacking / heavy pressure,Warehouse,1200.0,0.0,960.0,Minor repair / accept,draft
012_5.png,data/images/test/damaged/012_5.png,SHP-100109,crushed,medium,"[0,0,0,0]",0.73,transit,TransMover Inc,2025-10-28T11:09:00,512,512,overstacking / heavy pressure,Warehouse,1200.0,0.0,1200.0,Repair or partial refund,draft
012_mask.png,data/images/test/damaged/012_mask.png,SHP-100110,torn_tape,high,"[0,0,0,0]",0.63,warehouse,FastShip Logistics,2025-10-19T19:55:00,512,512,poor sealing at packing,Vendor,300.0,0.0,480.0,Reject and replace,draft
012_mask_1.png,data/images/test/damaged/012_mask_1.png,SHP-100111,wet,medium,"[0,0,0,0]",0.79,transit,TransMover Inc,2025-10-02T02:50:00,512,512,exposure to moisture (improper sealing),Carrier,500.0,0.0,500.0,Repair or partial refund,draft
013.png,data/images/test/damaged/013.png,SHP-100112,scratch,low,"[0,0,0,0]",0.69,delivered,GlobalPack Ltd,2025-10-27T19:12:00,512,512,abrasion from conveyor,Vendor,200.0,0.0,160.0,Minor repair / accept,draft
013_1.png,data/images/test/damaged/013_1.png,SHP-100113,torn_tape,medium,"[0,0,0,0]",0.76,handling,FastShip Logistics,2025-10-26T09:10:00,512,512,poor sealing at packing,Vendor,300.0,0.0,300.0,Repair or partial refund,draft
